Date,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Next_5_days_C6H6(GT),Next_10_days_C6H6(GT)
6/7/2004,16:00:00,1022,15.2,1155,871,1840,979,34.3,19.4,1.0279,9,9.5
6/7/2004,17:00:00,1082,18.9,1266,788,1910,1139,33.5,19.9,1.0112,7.9,15.4
6/7/2004,18:00:00,1056,19,1268,786,1896,1111,30.5,24.2,1.0386,6.2,19.4
6/7/2004,19:00:00,1243,28.9,1524,647,2281,1470,30.3,26.2,1.1161,6.3,16.5
6/7/2004,20:00:00,1029,13.4,1097,825,1827,980,27,36.7,1.2898,6.3,14.3
6/7/2004,21:00:00,1004,10.9,1011,867,1754,893,24.6,41.9,1.2752,11.2,8.2
6/7/2004,22:00:00,979,8.9,937,919,1683,858,23.3,44.5,1.2566,12.8,8.7
6/7/2004,23:00:00,972,8.5,919,934,1668,904,22.4,46.9,1.2544,13.2,15.2
6/8/2004,0:00:00,942,6.7,846,980,1615,905,21.7,50.8,1.3019,9.2,10.6
6/8/2004,1:00:00,825,4.2,720,1129,1511,678,21,51.9,1.2794,5.8,6
6/8/2004,2:00:00,780,2.5,621,1277,1452,586,20.5,54.3,1.2926,3.4,3.1
6/8/2004,3:00:00,746,1.7,565,1369,1423,608,20.9,52.5,1.2852,4.1,2.5
6/8/2004,4:00:00,734,1.4,538,1449,1400,514,21,53.1,1.3031,3.1,1.8
6/8/2004,5:00:00,785,2.8,640,1265,1467,588,19.6,57.1,1.2851,2.2,2.6
6/8/2004,6:00:00,946,8.8,931,917,1745,884,18.2,62.3,1.2903,1.5,6.5
6/8/2004,7:00:00,1201,19.4,1279,683,2144,1338,19.5,57.7,1.2966,1.3,14.5
6/8/2004,8:00:00,1377,36.1,1688,525,2746,1708,21.6,51.7,1.313,1.2,28.8
6/8/2004,9:00:00,1346,27.1,1481,602,2367,1681,23.9,44.4,1.3029,1.7,21.3
6/8/2004,10:00:00,1230,19,1268,698,2049,1509,28.1,35.2,1.312,2.5,14.9
6/8/2004,11:00:00,1160,16.9,1208,728,1925,1330,31.4,28.6,1.298,2.5,15.6
6/8/2004,12:00:00,1146,15.7,1171,761,1902,1138,33.7,25.5,1.3095,2.7,14.3
6/8/2004,13:00:00,1078,14.1,1121,818,1806,963,35.9,20.8,1.2103,1.9,12.6
6/8/2004,14:00:00,1111,16.5,1194,794,1875,1015,37.5,18.1,1.1529,1.8,13.4
6/8/2004,15:00:00,1083,14.8,1141,825,1793,1008,37.7,17.7,1.1383,2.4,12.6
6/8/2004,16:00:00,1056,13,1083,865,1723,898,37.8,17.4,1.1219,2.6,14.8
6/8/2004,17:00:00,1220,21.4,1334,695,2066,1215,36.6,20.6,1.2445,3,18.6
6/8/2004,18:00:00,1268,23.6,1393,650,2144,1334,32.5,26,1.2502,2.9,16.7
6/8/2004,19:00:00,1256,25,1430,660,2151,1380,30.8,27.2,1.1832,3.5,20.8
6/8/2004,20:00:00,1213,21.6,1341,683,2090,1601,28.8,30.2,1.1761,3.6,16
6/8/2004,21:00:00,1145,15.7,1170,751,1894,1376,26.7,35.4,1.2233,3.6,7.6
6/8/2004,22:00:00,1050,10.9,1011,836,1739,1161,25.3,40.7,1.291,2.3,10.2
6/8/2004,23:00:00,972,8.1,902,933,1647,878,24.9,41.2,1.2809,2.6,13.8
6/9/2004,0:00:00,1020,10.2,984,853,1753,1031,23.7,45.1,1.3033,2,10.4
6/9/2004,1:00:00,934,7.5,878,940,1644,847,22.5,49,1.3151,1.2,6.5
6/9/2004,2:00:00,914,5.8,801,965,1609,908,22.3,50.6,1.3486,0.7,4.3
6/9/2004,3:00:00,824,3.8,698,1107,1517,733,22,50.5,1.3199,0.5,3.4
6/9/2004,4:00:00,817,3.3,672,1113,1501,751,20.8,54.4,1.3229,0.5,3.9
6/9/2004,5:00:00,833,4,708,1084,1525,799,20.3,56,1.3204,0.8,3
6/9/2004,6:00:00,935,8.1,905,899,1675,954,20.5,54.8,1.3073,3.5,3.2
6/9/2004,7:00:00,1297,22.3,1359,630,2214,1425,21.7,50.6,1.2981,7,5.6
6/9/2004,8:00:00,1496,36.9,1705,507,2691,2147,23.4,46.1,1.3091,8.7,9.1
6/9/2004,9:00:00,1201,17.5,1224,701,1987,1532,25.1,43,1.3488,6.3,9.7
6/9/2004,10:00:00,1267,19.3,1276,676,2059,1570,30.1,32.8,1.3795,7,8.6
6/9/2004,11:00:00,1224,17.6,1228,711,1972,1380,34.7,25.9,1.4069,5.5,9.6
6/9/2004,12:00:00,1247,18.6,1257,701,2000,1337,37.2,23.2,1.4478,5.3,9.8
6/9/2004,13:00:00,1183,18,1241,721,1937,1308,39.5,18.3,1.2917,5.5,10.3
6/11/2004,4:00:00,789,2.6,623,1146,1407,663,22,44.3,1.1553,2.6,1.5
6/11/2004,5:00:00,825,4,709,1050,1491,813,19.3,51.4,1.1364,2.4,3.5
6/11/2004,6:00:00,912,7,858,923,1608,894,19.8,50.4,1.1525,6.8,8.3
6/11/2004,7:00:00,1339,24.8,1425,595,2264,1495,20.5,48.2,1.1474,18.9,17.3
6/11/2004,8:00:00,1355,28.9,1526,567,2397,1658,22.8,42.7,1.1667,30.2,23.3
6/11/2004,9:00:00,1250,21.5,1336,632,2104,1506,25.6,35.8,1.1548,14.9,13.8
6/11/2004,10:00:00,1105,12.9,1079,788,1774,1168,30,27.5,1.1509,12.2,10.2
6/11/2004,11:00:00,1076,12.2,1055,817,1734,993,34.4,21,1.1248,8.3,7.9
6/11/2004,12:00:00,1096,13.1,1087,801,1759,910,35.9,19.6,1.1422,9,8.8
6/11/2004,13:00:00,1093,13.3,1094,797,1769,912,37.2,18.2,1.1389,13.7,7.2
6/11/2004,14:00:00,1027,12.5,1066,837,1689,814,37.3,16.6,1.0435,14.1,8.3
6/11/2004,15:00:00,1026,13,1085,848,1654,1341,37.4,14.9,0.9413,12,9.6
6/11/2004,16:00:00,1015,12.3,1062,877,1668,847,36.4,15.1,0.9005,12.2,9
6/11/2004,17:00:00,1028,15.2,1155,832,1691,925,35.4,14.7,0.8323,13.1,12.4
6/11/2004,18:00:00,1074,19.1,1270,776,1833,1087,34.2,14.2,0.7502,12.6,15.3
6/11/2004,19:00:00,1124,19.7,1289,765,1863,1132,31.1,18.7,0.8302,18.3,16.1
6/11/2004,20:00:00,1111,18.6,1256,765,1851,1197,29.1,22,0.8702,17.2,14.1
6/11/2004,21:00:00,1062,16.1,1183,794,1731,1229,27.2,22.5,0.7962,12.9,11.4
6/11/2004,22:00:00,1072,15,1148,805,1683,1171,25.3,24.6,0.7796,13.7,9.5
6/11/2004,23:00:00,936,7.3,871,990,1430,921,24.9,27.2,0.8429,13.4,7.4
6/12/2004,0:00:00,988,8.9,937,894,1543,1008,23.5,32.2,0.922,13.5,6.4
6/12/2004,1:00:00,924,6.6,839,957,1453,849,23.5,32.7,0.9349,9.9,4.1
6/12/2004,2:00:00,839,4.3,725,1052,1368,668,24.1,32,0.9467,4.4,1.9
6/12/2004,3:00:00,826,3.2,666,1109,1349,641,22.6,34.8,0.9441,4.3,1.4
6/12/2004,4:00:00,853,4.1,716,1047,1414,707,20.8,40.2,0.9725,3.3,1.2
6/12/2004,5:00:00,918,6,810,936,1524,939,18.8,46.6,1.0027,3.4,2.2
6/12/2004,6:00:00,890,5.6,791,950,1489,886,19.8,46,1.0524,9.3,6.4
6/12/2004,7:00:00,865,4.8,752,996,1451,837,21.3,42.3,1.0625,23.4,18.5
6/12/2004,8:00:00,1003,8.9,937,850,1622,1005,21.3,41.8,1.0449,27.7,30.2
6/12/2004,9:00:00,1123,13.1,1088,746,1789,1191,24,36.6,1.0772,22.1,14.2
6/12/2004,10:00:00,1146,14.1,1119,746,1823,1200,27.2,30.7,1.0884,10,14.3
6/12/2004,11:00:00,1110,11.2,1021,820,1724,971,32.3,23.6,1.1271,8.9,12.6
6/12/2004,12:00:00,1126,10,979,849,1700,907,31.9,25.8,1.2023,9.8,18
6/12/2004,13:00:00,1067,9.6,962,860,1658,802,35.1,21.8,1.2093,9.4,17.1
6/12/2004,14:00:00,1008,7.2,866,937,1573,695,36,20.5,1.1995,9.8,13
6/12/2004,15:00:00,1062,8.6,924,892,1683,777,37,20.1,1.2423,9.5,11.2
6/12/2004,16:00:00,1082,9,939,869,1678,818,36.4,21,1.2515,9.5,13.6
6/12/2004,17:00:00,1042,7.9,897,901,1605,681,35.2,22.6,1.267,15.4,20.5
6/12/2004,18:00:00,1022,6.2,823,964,1599,631,32.5,27.6,1.3229,19.4,20.2
6/12/2004,19:00:00,1024,6.3,828,936,1601,641,29.1,35.1,1.3919,16.5,23.1
6/12/2004,20:00:00,1048,6.3,828,922,1618,683,26.9,39.7,1.3898,14.3,20.3
6/12/2004,21:00:00,1153,11.2,1022,765,1806,1013,26.1,42.2,1.4039,8.2,9.3
6/12/2004,22:00:00,1195,12.8,1077,731,1860,1151,25.5,43.8,1.4095,8.7,10.5
6/12/2004,23:00:00,1245,13.2,1091,734,1870,1134,24.9,45.6,1.4135,15.2,13.6
6/13/2004,0:00:00,1086,9.2,946,847,1729,945,25.2,45.2,1.4262,10.6,8
6/13/2004,1:00:00,972,5.8,804,955,1620,734,25.4,45.5,1.457,6,4.6
6/13/2004,2:00:00,880,3.4,677,1109,1500,554,26.2,43.6,1.4599,3.1,3.2
6/13/2004,3:00:00,906,4.1,719,1050,1561,612,24.3,48.2,1.4476,2.5,2.4
6/13/2004,4:00:00,879,3.1,658,1121,1511,564,24.4,48.3,1.4499,1.8,2.1
6/13/2004,5:00:00,842,2.2,597,1237,1444,512,23.3,51,1.4346,2.6,2.2
6/13/2004,6:00:00,797,1.5,543,1466,1347,410,21.6,48.1,1.2259,6.5,6.7
6/13/2004,7:00:00,796,1.3,526,1534,1322,392,21.4,47.8,1.2005,14.5,23.1
6/13/2004,8:00:00,767,1.2,520,1526,1287,377,20.5,46.8,1.1152,28.8,19
6/13/2004,9:00:00,784,1.7,562,1460,1286,389,20.8,40.7,0.9882,21.3,20.1
6/13/2004,10:00:00,811,2.5,622,1315,1307,432,22.3,35.3,0.9371,14.9,16.4
6/13/2004,11:00:00,838,2.5,620,1292,1325,502,21.7,38.3,0.9842,15.6,13
6/13/2004,12:00:00,821,2.7,632,1295,1302,469,24.4,29.6,0.8921,14.3,13.1
6/13/2004,13:00:00,793,1.9,579,1380,1303,427,23.4,34.9,0.991,12.6,11.8
6/13/2004,14:00:00,794,1.8,567,1426,1306,406,23.5,35.2,1.0019,13.4,12.7
6/13/2004,15:00:00,821,2.4,614,1309,1350,430,22.4,39,1.04,12.6,14.1
6/13/2004,16:00:00,849,2.6,628,1274,1379,453,22,41.7,1.0865,14.8,14.4
6/13/2004,17:00:00,852,3,651,1246,1387,470,21.7,42.7,1.0949,18.6,20.7
6/13/2004,18:00:00,847,2.9,645,1245,1364,480,20.7,43.4,1.047,16.7,21.6
6/13/2004,19:00:00,849,3.5,682,1215,1378,472,20.3,42.6,1.0045,20.8,24.2
6/13/2004,20:00:00,865,3.6,687,1191,1388,521,20.3,44.1,1.0392,16,21.8
6/13/2004,21:00:00,848,3.6,689,1180,1403,520,20.1,45.2,1.0538,7.6,13
6/13/2004,22:00:00,807,2.3,606,1340,1337,440,19.8,45.7,1.0424,10.2,15.1
6/13/2004,23:00:00,814,2.6,627,1305,1351,446,19.6,45.3,1.0244,13.8,16.6
6/14/2004,0:00:00,785,2,582,1377,1311,417,19.4,45.9,1.0242,10.4,12.7
6/14/2004,1:00:00,748,1.2,515,1580,1261,381,19.7,44.8,1.0172,6.5,8.6
6/14/2004,2:00:00,716,0.7,461,1795,1235,350,19.5,46.3,1.0363,4.3,5.3
6/14/2004,3:00:00,708,0.5,437,1941,1227,334,19,49,1.063,3.4,3.6
6/14/2004,4:00:00,724,0.5,448,1917,1256,346,19.1,50.7,1.109,3.9,2.8
6/14/2004,5:00:00,748,0.8,477,1703,1301,380,19.1,52.7,1.1545,3,3.1
6/14/2004,6:00:00,888,3.5,683,1196,1483,563,20.3,49.3,1.1596,3.2,3.7
6/14/2004,7:00:00,973,7,858,941,1584,779,21.1,46.2,1.1389,5.6,6.9
6/14/2004,8:00:00,993,8.7,927,886,1665,842,21.5,44.5,1.129,9.1,8.6
6/14/2004,9:00:00,929,6.3,825,992,1561,692,22.4,43.6,1.1637,9.7,7.1
6/14/2004,10:00:00,962,7,858,941,1613,779,24.8,39.1,1.2039,8.6,6.6
6/14/2004,11:00:00,906,5.5,786,1026,1538,633,23.9,42.1,1.2335,9.6,7.2
6/14/2004,12:00:00,915,5.3,776,1029,1544,616,25.5,38.3,1.2328,9.8,5
6/14/2004,13:00:00,928,5.5,787,1012,1585,606,25.4,39.2,1.2534,10.3,5.7
6/16/2004,4:00:00,812,2.6,626,1134,1471,625,20.3,58.9,1.3878,1.5,2.5
6/16/2004,5:00:00,810,2.4,612,1163,1462,595,21.3,54.5,1.3682,3.5,2.3
6/16/2004,6:00:00,936,6.8,849,882,1640,886,20.6,57.4,1.3753,8.3,5.5
6/16/2004,7:00:00,1244,18.9,1265,640,2084,1257,21.3,56.9,1.4226,17.3,10.4
6/16/2004,8:00:00,1440,30.2,1556,517,2530,1561,22.9,52.4,1.4442,23.3,12.4
6/16/2004,9:00:00,1180,14.9,1145,713,1929,1191,24.1,46.5,1.3802,13.8,14
6/16/2004,10:00:00,1126,12.2,1058,765,1879,1061,27.1,38.8,1.3705,10.2,12.7
6/16/2004,11:00:00,1005,8.3,910,881,1670,751,28.4,34.4,1.314,7.9,9
6/16/2004,12:00:00,1032,9,940,862,1703,733,30.1,30.9,1.2958,8.8,8.5
6/16/2004,13:00:00,1087,13.7,1106,755,1839,906,32.7,25.8,1.2547,7.2,8.2
6/16/2004,14:00:00,1090,14.1,1119,756,1811,902,32.4,25.7,1.2271,8.3,5.9
6/16/2004,15:00:00,1072,12,1050,802,1748,836,33.6,24.4,1.2472,9.6,5.6
6/16/2004,16:00:00,1101,12.2,1057,797,1772,863,33,26,1.2877,9,6.7
6/16/2004,17:00:00,1111,13.1,1086,787,1802,824,33.2,23.7,1.1855,12.4,6.1
6/16/2004,18:00:00,1048,12.6,1070,807,1737,842,31.3,25.4,1.1415,15.3,6.7
6/16/2004,19:00:00,1197,18.3,1249,698,1986,1132,28.3,31.7,1.1968,16.1,9.2
6/16/2004,20:00:00,1173,17.2,1217,695,1930,1175,26.5,35,1.1981,14.1,8.2
6/16/2004,21:00:00,1075,12.9,1079,764,1798,1111,24.4,40,1.2079,11.4,7
6/16/2004,22:00:00,1067,13.7,1106,745,1840,1125,23.3,43.4,1.2251,9.5,9.5
6/16/2004,23:00:00,1060,13.4,1099,742,1838,1077,22.5,45.3,1.2226,7.4,15.1
6/17/2004,0:00:00,1081,13.5,1099,749,1854,1087,21.8,47.8,1.2325,6.4,11.7
6/17/2004,1:00:00,1017,9.9,975,822,1722,1014,20.9,51,1.2446,4.1,9.3
6/17/2004,2:00:00,836,4.4,734,1035,1501,801,20.8,51.7,1.2572,1.9,6.4
6/17/2004,3:00:00,831,4.3,727,1038,1522,802,19.3,57.1,1.2661,1.4,6.7
6/17/2004,4:00:00,804,3.3,668,1102,1479,753,18.8,58.6,1.2581,1.2,4.2
6/17/2004,5:00:00,798,3.4,677,1092,1473,696,20.2,53.8,1.2569,2.2,2.6
6/17/2004,6:00:00,966,9.3,951,812,1735,996,18.3,60.8,1.2635,6.4,2.8
6/17/2004,7:00:00,1277,23.4,1388,611,2241,1513,20.2,54.5,1.2777,18.5,3.1
6/17/2004,8:00:00,1335,27.7,1496,562,2385,1598,21.9,49.9,1.2957,30.2,6.2
6/17/2004,9:00:00,1297,22.1,1353,588,2128,1690,25.2,43,1.3548,14.2,7.9
6/17/2004,10:00:00,1041,10,979,837,1705,1053,28,36.6,1.3603,14.3,10.5
6/17/2004,11:00:00,1027,8.9,936,867,1696,931,27.1,38.3,1.3548,12.6,9
6/17/2004,12:00:00,1037,9.8,969,841,1728,865,27.4,37,1.3319,18,6.3
6/17/2004,13:00:00,1014,9.4,954,865,1697,818,29.4,32.9,1.3244,17.1,3.5
6/17/2004,14:00:00,1007,9.8,971,866,1682,802,31.3,28.7,1.2885,13,4
6/17/2004,15:00:00,998,9.5,958,881,1657,778,31.5,28.7,1.3058,11.2,4.2
6/17/2004,16:00:00,1014,9.5,958,878,1684,767,30.9,30.3,1.3306,13.6,6.9
6/17/2004,17:00:00,1157,15.4,1160,738,1936,1000,31.4,30.3,1.3689,20.5,7.9
6/17/2004,18:00:00,1225,19.4,1281,683,2082,1143,30.7,31.4,1.3686,20.2,7.9
6/17/2004,19:00:00,1131,16.5,1194,726,1907,1009,29,33.4,1.3169,23.1,10.3
6/17/2004,20:00:00,1111,14.3,1126,754,1883,1076,27.3,37.5,1.342,20.3,10.5
6/17/2004,21:00:00,976,8.2,909,878,1675,830,25.8,40.9,1.3389,9.3,12.7
6/17/2004,22:00:00,1016,8.7,929,868,1724,853,25.2,43,1.358,10.5,11.9
6/17/2004,23:00:00,1177,15.2,1156,684,1983,1310,24.6,45.8,1.394,13.6,9.3
6/18/2004,0:00:00,1013,10.6,999,791,1751,1119,24,47.3,1.3914,8,7.9
6/18/2004,1:00:00,886,6,813,936,1592,918,23.5,48.3,1.3777,4.6,5
6/18/2004,2:00:00,791,3.1,658,1140,1467,609,24,45.8,1.3467,3.2,3.4
6/18/2004,3:00:00,762,2.5,618,1214,1431,516,22.2,50.7,1.3405,2.4,3.2
6/18/2004,4:00:00,740,1.8,568,1259,1404,510,22.8,48.1,1.3184,2.1,2.7
6/18/2004,5:00:00,775,2.6,628,1178,1437,554,21.9,50.1,1.3002,2.2,3.1
6/18/2004,6:00:00,872,6.5,833,947,1598,760,20.4,54.1,1.28,6.7,5
6/18/2004,7:00:00,1123,14.5,1134,711,1922,1170,20.8,52.6,1.2758,23.1,20.7
6/18/2004,8:00:00,1306,28.8,1522,535,2450,1545,22.8,47.9,1.3156,19,32.4
6/18/2004,9:00:00,1237,21.3,1332,605,2157,1508,25.2,42.9,1.3552,20.1,24.2
6/18/2004,10:00:00,1143,14.9,1146,701,1917,1292,29.3,34.8,1.397,16.4,16.6
6/18/2004,11:00:00,1170,15.6,1168,703,1949,1287,33.3,27.8,1.4013,13,13.2
6/18/2004,12:00:00,1116,14.3,1128,739,1856,1042,34.9,24.9,1.363,13.1,12.3
6/18/2004,13:00:00,1054,12.6,1069,785,1766,817,36.1,22.7,1.3324,11.8,12.1
6/18/2004,14:00:00,1083,13.4,1097,765,1810,847,37.6,21.1,1.3478,12.7,11.1
6/18/2004,15:00:00,1078,12.6,1069,782,1780,806,37.3,21.9,1.3761,14.1,13.1
6/18/2004,16:00:00,1104,14.8,1143,747,1840,896,37.2,21.6,1.3514,14.4,11.6
6/18/2004,17:00:00,1170,18.6,1257,693,1956,1069,35.6,23.4,1.341,20.7,17.7
6/18/2004,18:00:00,1091,16.7,1201,738,1834,945,33.1,24.3,1.2087,21.6,19.5
6/18/2004,19:00:00,1216,20.8,1318,673,2043,1168,30.5,29.5,1.2635,24.2,19.7
6/18/2004,20:00:00,1125,16,1179,719,1921,1065,28.7,35.8,1.3834,21.8,15.1
6/18/2004,21:00:00,971,7.6,881,916,1635,672,26.6,42.2,1.4452,13,11.1
6/18/2004,22:00:00,1062,10.2,984,816,1796,842,25.2,46.6,1.4733,15.1,11.7
6/18/2004,23:00:00,1140,13.8,1109,714,1892,1123,24.7,47.7,1.4649,16.6,11.7
6/19/2004,0:00:00,1038,10.4,992,802,1731,1007,24.4,47.4,1.4301,12.7,9.7
6/19/2004,1:00:00,935,6.5,836,909,1604,855,23.3,49.9,1.4135,8.6,6
6/19/2004,2:00:00,861,4.3,729,1043,1528,689,23.8,47.3,1.3783,5.3,3.9
6/19/2004,3:00:00,839,3.4,678,1062,1478,622,22.9,50.2,1.3808,3.6,2.6
6/19/2004,4:00:00,850,3.9,703,1021,1511,658,21.2,55,1.3689,2.8,2.8
6/19/2004,5:00:00,817,3,651,1109,1472,628,21.7,52.6,1.35,3.1,3
6/19/2004,6:00:00,825,3.2,667,1079,1475,659,22.8,48.9,1.3424,3.7,5.4
6/19/2004,7:00:00,921,5.6,792,943,1595,799,23.5,47.6,1.3611,6.9,23.5
6/19/2004,8:00:00,1031,9.1,945,806,1697,964,24.6,44.9,1.3661,8.6,33.5
6/19/2004,9:00:00,1092,9.7,967,801,1774,910,27,39.9,1.402,7.1,15.5
6/19/2004,10:00:00,1095,8.6,923,843,1736,999,29.3,35.9,1.4411,6.6,15.3
6/19/2004,11:00:00,1097,9.6,964,822,1743,853,31.2,32.4,1.4517,7.2,12.8
6/19/2004,12:00:00,1101,9.8,972,819,1714,752,34.4,26.6,1.423,5,15.2
6/19/2004,13:00:00,1060,10.3,991,833,1718,778,36.1,22.1,1.3004,5.7,15.7
6/21/2004,4:00:00,732,1.5,544,1353,1367,466,18.9,55.2,1.1895,2.5,3.2
6/21/2004,5:00:00,809,3.5,681,1108,1463,609,18.2,57.6,1.193,2.3,5.4
6/21/2004,6:00:00,934,8.3,911,857,1639,863,18.6,56,1.1865,5.5,6.4
6/21/2004,7:00:00,1132,17.3,1220,691,1910,1203,20.8,48,1.1702,10.4,17.1
6/21/2004,8:00:00,1221,23.3,1386,626,2138,1412,23.3,38.6,1.0919,12.4,22.3
6/21/2004,9:00:00,1024,13.8,1111,770,1753,1069,25.1,32.4,1.017,14,14.6
6/21/2004,10:00:00,938,10.2,987,862,1597,817,27.8,25.8,0.9473,12.7,13.3
6/21/2004,11:00:00,869,7.9,897,965,1480,649,29.6,21,0.8548,9,10.5
6/21/2004,12:00:00,846,8.8,930,947,1467,598,30.2,18,0.7613,8.5,14.2
6/21/2004,13:00:00,838,7.2,868,1005,1454,540,30.1,18.5,0.7747,8.2,12.2
6/21/2004,14:00:00,875,8.3,912,978,1504,601,29.5,19.4,0.7872,5.9,10.1
6/21/2004,15:00:00,907,9.6,961,920,1564,668,31.1,18.2,0.8079,5.6,11.7
6/21/2004,16:00:00,889,9,939,920,1492,647,30.3,19,0.8103,6.7,10.9
6/21/2004,17:00:00,969,12.4,1064,834,1645,816,30.1,19.3,0.8083,6.1,17.3
6/21/2004,18:00:00,1051,15.3,1157,760,1787,963,28.6,22.3,0.859,6.7,18
6/21/2004,19:00:00,1043,16.1,1181,736,1813,1010,26.1,28.3,0.9407,9.2,22.9
6/21/2004,20:00:00,1043,14.1,1121,736,1793,967,24.5,35.7,1.0807,8.2,16.5
6/21/2004,21:00:00,1007,11.4,1027,798,1737,904,23.1,41.5,1.1582,7,10.2
6/21/2004,22:00:00,966,9.5,959,838,1686,852,21.8,46.3,1.1913,9.5,11.6
6/21/2004,23:00:00,920,7.4,875,915,1594,744,20.9,48.9,1.1945,15.1,14.3
6/22/2004,0:00:00,889,6.4,831,956,1570,760,20.5,49.9,1.1903,11.7,13.3
6/22/2004,1:00:00,825,4.1,715,1062,1462,613,20,50.9,1.1794,9.3,10
6/22/2004,2:00:00,758,1.9,580,1215,1374,531,22.1,44.3,1.1665,6.4,7.6
6/22/2004,3:00:00,735,1.4,533,1338,1350,493,21,47.5,1.1666,6.7,3.4
6/22/2004,4:00:00,719,1.2,522,1385,1343,509,19.8,50.3,1.1444,4.2,3.3
6/22/2004,5:00:00,757,2.2,596,1236,1381,560,19,52.8,1.1489,2.6,2.9
6/22/2004,6:00:00,890,6.4,831,922,1594,826,17.8,56.5,1.1375,2.8,5.6
6/22/2004,7:00:00,1181,18.5,1255,632,2002,1334,18.2,55.8,1.1529,3.1,17.5
6/22/2004,8:00:00,1332,30.2,1556,523,2394,1660,20.6,47.7,1.1448,6.2,29
6/22/2004,9:00:00,1128,14.2,1124,717,1832,1362,22.8,41.9,1.1496,7.9,17
6/22/2004,10:00:00,1128,14.3,1126,725,1856,1316,27.1,31.7,1.1147,10.5,15.6
6/22/2004,11:00:00,1064,12.6,1069,766,1766,1089,30.4,26.4,1.131,9,10.1
6/22/2004,12:00:00,1139,18,1240,702,1940,1129,31.1,26.2,1.1647,6.3,11.7
6/22/2004,13:00:00,1121,17.1,1214,707,1912,1120,31.4,25.3,1.1444,3.5,12
6/22/2004,14:00:00,1032,13,1083,776,1772,916,30.8,26.7,1.168,4,11
6/22/2004,15:00:00,1040,11.2,1022,826,1747,812,31.8,25.6,1.1868,4.2,11.2
6/22/2004,16:00:00,1076,13.6,1105,762,1782,959,33.5,22.9,1.1649,6.9,10.5
6/22/2004,17:00:00,1177,20.5,1310,656,2011,1189,33.1,23.5,1.1673,7.9,11.8
6/22/2004,18:00:00,1196,20.2,1303,654,2017,1199,31.7,25.9,1.1883,7.9,13.8
6/22/2004,19:00:00,1204,23.1,1381,623,2085,1283,29,30.4,1.2013,10.3,17.3
6/22/2004,20:00:00,1166,20.3,1304,646,2016,1291,27.4,33.6,1.2095,10.5,14.2
6/22/2004,21:00:00,959,9.3,949,857,1640,949,25.2,36.4,1.1528,12.7,10.7
6/22/2004,22:00:00,1004,10.5,997,813,1726,1018,24,39.6,1.1662,11.9,12.7
6/22/2004,23:00:00,1050,13.6,1105,729,1807,1122,23.8,39.6,1.1558,9.3,10.1
6/23/2004,0:00:00,965,8,900,864,1631,968,22.9,43.6,1.1974,7.9,13.1
6/23/2004,1:00:00,849,4.6,744,1004,1496,806,22.8,43.9,1.202,5,7.4
6/23/2004,2:00:00,809,3.2,666,1093,1455,714,21.8,47.3,1.2189,3.4,4.6
6/23/2004,3:00:00,777,2.4,609,1170,1405,644,21.7,47.3,1.2135,3.2,4.7
6/23/2004,4:00:00,768,2.1,591,1183,1402,606,20.8,50.3,1.2207,2.7,2.8
6/23/2004,5:00:00,768,2.2,597,1155,1396,606,21.7,46.8,1.2031,3.1,4.5
6/23/2004,6:00:00,917,6.7,842,934,1656,819,20.3,52.3,1.2367,5,5.9
6/23/2004,7:00:00,1252,23.1,1380,579,2210,1462,20.5,52.3,1.245,20.7,11.1
6/23/2004,8:00:00,1224,19,1268,605,2046,1478,21.7,49.6,1.2673,32.4,14.4
6/23/2004,9:00:00,1277,20.1,1300,608,2090,1598,24,43.1,1.2677,24.2,11.1
6/23/2004,10:00:00,1149,16.4,1192,672,1944,1449,28.5,31.7,1.2144,16.6,9.9
6/23/2004,11:00:00,1091,13,1082,746,1790,1221,32.2,25.1,1.189,13.2,8.8
6/23/2004,12:00:00,1053,13.1,1087,763,1762,1023,34.9,20.5,1.1279,12.3,9.9
6/23/2004,13:00:00,1023,11.8,1042,796,1711,910,35.4,19.9,1.1222,12.1,7.4
6/23/2004,14:00:00,1085,12.7,1075,767,1786,913,34.4,22.5,1.205,11.1,6.1
6/23/2004,15:00:00,1116,14.1,1120,724,1854,1035,34.8,22.8,1.2488,13.1,6.2
6/23/2004,16:00:00,1111,14.4,1131,735,1825,1085,34.3,22.4,1.1907,11.6,7.1
6/23/2004,17:00:00,1210,20.7,1316,645,2030,1278,32.5,25.3,1.2165,17.7,8
6/23/2004,18:00:00,1250,21.6,1339,616,2075,1383,31.3,27.3,1.2234,19.5,7.3
6/23/2004,19:00:00,1297,24.2,1408,595,2134,1473,30.2,29,1.2224,19.7,8.7
6/23/2004,20:00:00,1313,21.8,1345,603,2118,1507,28.5,33.3,1.2775,15.1,7.5
6/23/2004,21:00:00,1146,13,1084,713,1829,1215,27.3,35.3,1.2606,11.1,9
6/23/2004,22:00:00,1199,15.1,1152,685,1897,1242,26.1,37.8,1.2575,11.7,11.6
6/23/2004,23:00:00,1274,16.6,1197,626,2023,1356,24.7,47.1,1.44,11.7,10.2
6/24/2004,0:00:00,1243,12.7,1072,675,1978,1195,23.6,59.8,1.7193,9.7,12.3
6/24/2004,1:00:00,1054,8.6,923,783,1793,899,23.3,60.5,1.706,6,6.4
